chr19	734747	768408	1	1	0	0	1	24
chr19	2717701	3054128	1	1	0	4	0	21
chr19	2914484	3007318	2	2	0	0	3	19
chr19	2997954	3000644	2	2	1	236	0	25
chr19	2997954	3002350	2	2	1	26	0	21
chr19	3000722	3002350	2	2	1	170	0	24
chr19	3001264	3002350	2	2	0	2	0	21
chr19	3002502	3005434	2	2	1	76	0	24
chr19	3002779	3018694	2	2	0	0	1	13
chr19	3002779	3021662	2	2	0	0	1	13
chr19	3002779	3022128	2	2	0	0	1	13
chr19	3002779	3033013	2	2	0	0	1	13
chr19	3002779	3033092	2	2	0	0	1	13
chr19	3005583	3005707	2	2	0	1	0	25
chr19	3005583	3005718	2	2	1	101	0	25
chr19	3005967	3006417	2	2	1	98	0	24
chr19	3006668	3008866	2	2	1	18	0	25
chr19	3008944	3009539	2	2	1	103	0	24
chr19	3008944	3009575	2	2	0	6	0	22
chr19	3009576	3011019	2	2	0	1	0	24
chr19	3009701	3011019	2	2	1	115	0	25
chr19	3011142	3013768	2	2	0	1	0	23
chr19	3011159	3013666	2	2	1	339	1	25
chr19	3013817	3014567	2	2	1	91	0	24
chr19	3014613	3015650	2	2	1	568	0	25
chr19	3015759	3017837	2	2	1	98	2	22
chr19	3017858	3019280	2	2	1	61	2	20
chr19	3019342	3019696	2	2	0	1	0	18
chr19	3019462	3019696	2	2	1	22	2	16
chr19	3019465	3019696	2	2	1	31	2	21
chr19	3019772	3021756	2	2	0	1	0	17
chr19	3019772	3025017	2	2	1	43	0	23
chr19	3025081	3027826	2	2	1	39	0	24
chr19	3027872	3028316	2	2	1	62	0	25
chr19	3028381	3028703	2	2	1	76	1	25
chr19	3028802	3028878	2	2	1	22	0	24
chr19	3053602	3054117	2	2	0	1	0	20
chr19	3053767	3074004	2	2	0	0	1	21
chr19	3054036	3054117	2	2	1	35	20	23
chr19	3054039	3054117	2	2	1	1613	30	25
chr19	3054193	3055661	2	2	1	1911	4	25
chr19	3054239	3055661	2	2	0	25	0	25
chr19	3055725	3056309	2	2	1	1516	3	25
chr19	3056355	3057655	2	2	0	3	0	21
chr19	3056355	3057676	2	2	1	810	4	25
chr19	3057734	3099916	2	2	0	1	0	12
chr19	3057741	3061157	2	2	1	852	4	25
chr19	3061256	3062171	2	2	1	1426	1	25
chr19	3061256	3062697	2	2	1	51	0	22
chr19	3094786	3110146	1	1	1	40	0	24
chr19	3110332	3113327	1	1	1	42	2	24
chr19	3113483	3114941	1	1	1	51	0	23
chr19	3115071	3118921	1	1	1	134	0	25
chr19	3118520	3118921	1	1	0	1	0	15
chr19	3119052	3119203	1	1	1	77	0	25
chr19	3119358	3120963	1	1	0	1	0	18
chr19	3119358	3120986	1	1	1	110	0	25
chr19	3120738	3120986	1	1	0	3	0	21
chr19	3121172	3121342	1	1	0	2	0	15
chr19	3123350	3123400	2	4	0	1	0	15
chr19	3136594	3148588	1	1	1	5	0	22
chr19	3138505	3141193	2	2	0	2	0	14
chr19	3148774	3150128	1	1	1	7	0	22
chr19	3150284	3151704	1	1	1	5	0	19
chr19	3151834	3155820	1	1	1	12	0	23
chr19	3153527	3322932	1	1	0	4	0	23
chr19	3154055	3322888	1	1	0	0	8	14
chr19	3154055	3322988	1	1	0	0	8	14
chr19	3155951	3157725	1	1	1	13	0	18
chr19	3157880	3162790	1	1	1	29	0	20
chr19	3179982	3192467	1	1	0	1	0	20
chr19	3186213	3192467	1	1	1	10	0	23
chr19	3192659	3193281	1	1	1	22	0	23
chr19	3193427	3196180	1	1	1	32	0	25
chr19	3196276	3198814	1	1	1	115	0	25
chr19	3198896	3201520	1	1	1	21	0	25
chr19	3199281	3201520	1	1	0	2	0	13
chr19	3201625	3203753	1	1	1	66	0	24
chr19	3203843	3204002	1	1	1	56	0	25
chr19	3204143	3204570	1	1	1	46	1	25
chr19	3204750	3205936	1	1	1	100	1	25
chr19	3206025	3206149	1	1	1	96	0	24
chr19	3206189	3206259	1	1	1	60	0	25
chr19	3206189	3206262	1	1	0	26	0	25
chr19	3206424	3207195	1	1	1	70	0	24
chr19	3207250	3207388	1	1	1	128	2	25
chr19	3207468	3207626	1	1	1	69	0	25
chr19	3207746	3209475	1	1	0	1	0	23
chr19	3237340	3465457	1	1	0	0	8	24
chr19	3359684	3381709	1	1	1	12	0	18
chr19	3366665	3381709	1	1	1	14	0	23
chr19	3368744	3435176	1	1	0	3	0	14
chr19	3382242	3425103	1	1	1	96	0	25
chr19	3398158	3560861	2	2	0	4	0	20
chr19	3425176	3433515	1	1	1	133	0	25
chr19	3433591	3434274	1	1	1	85	0	25
chr19	3434399	3435080	1	1	1	107	0	25
chr19	3435206	3449011	1	1	1	106	0	25
chr19	3449138	3452479	1	1	1	92	0	24
chr19	3452665	3453760	1	1	1	31	0	24
chr19	3452665	3456547	1	1	1	40	0	18
chr19	3452665	3462749	1	1	1	56	0	25
chr19	3453915	3456547	1	1	1	44	0	22
chr19	3453915	3462749	1	1	0	9	0	15
chr19	3456634	3462749	1	1	1	128	6	24
chr19	3457217	3468302	1	3	0	1	0	13
chr19	3491810	3492259	2	2	1	19	0	22
chr19	3492498	3494025	2	2	1	21	0	23
chr19	3494103	3496538	2	2	1	24	0	24
chr19	3496798	3537778	2	2	0	0	1	20
chr19	3496885	3500558	2	2	1	25	0	13
chr19	6361102	6377471	1	1	0	1	0	13
chr19	8220981	8260099	2	2	0	1	0	23
chr19	9647797	9669747	2	2	0	0	2	17
chr19	9647799	9673720	2	2	0	0	2	15
chr19	43041077	43101600	2	2	0	0	2	12
