chr19	2091932	2135470	1	1	0	0	1	25
chr19	2779967	2803346	1	1	0	0	1	17
chr19	2997954	3000644	2	2	1	43	0	24
chr19	2997954	3002350	2	2	1	2	0	19
chr19	3000722	3002350	2	2	1	49	0	24
chr19	3002502	3005434	2	2	1	33	0	24
chr19	3005583	3005707	2	2	0	1	0	16
chr19	3005583	3005718	2	2	1	21	0	24
chr19	3005967	3006417	2	2	1	23	0	24
chr19	3006668	3008866	2	2	1	3	0	20
chr19	3008944	3009539	2	2	1	22	0	19
chr19	3008944	3009575	2	2	0	3	0	19
chr19	3009701	3011019	2	2	1	10	0	23
chr19	3011159	3013666	2	2	1	81	0	25
chr19	3013817	3014567	2	2	1	37	0	25
chr19	3014613	3015650	2	2	1	107	0	25
chr19	3015759	3017837	2	2	1	24	0	20
chr19	3017858	3019280	2	2	1	14	0	20
chr19	3019462	3019696	2	2	1	10	0	22
chr19	3019465	3019696	2	2	1	6	0	24
chr19	3019772	3020511	2	2	0	1	0	17
chr19	3019772	3025017	2	2	1	6	0	21
chr19	3019772	3055661	2	2	0	0	1	12
chr19	3025081	3027826	2	2	1	12	0	20
chr19	3026913	3027012	1	1	0	0	2	19
chr19	3027872	3028316	2	2	1	38	0	25
chr19	3028381	3028703	2	2	1	13	0	23
chr19	3028802	3028878	2	2	1	25	0	22
chr19	3053352	3053422	2	4	0	2	0	15
chr19	3054036	3054117	2	2	1	80	15	25
chr19	3054039	3054117	2	2	1	1534	15	25
chr19	3054193	3055661	2	2	1	1339	2	25
chr19	3054239	3055661	2	2	0	8	1	23
chr19	3055708	3056309	2	2	0	1	0	25
chr19	3055725	3056309	2	2	1	1901	3	25
chr19	3055939	3056309	2	2	0	1	0	16
chr19	3056355	3057655	2	2	0	15	0	23
chr19	3056355	3057676	2	2	1	2096	8	25
chr19	3057741	3061157	2	2	1	506	2	25
chr19	3061256	3062171	2	2	1	1873	2	25
chr19	3061256	3062697	2	2	1	25	0	25
chr19	3061700	3061751	1	3	0	2	0	13
chr19	3094786	3110146	1	1	1	22	0	23
chr19	3110332	3113327	1	1	1	48	0	23
chr19	3113483	3114941	1	1	1	49	1	24
chr19	3115071	3118921	1	1	1	73	0	25
chr19	3119052	3119203	1	1	1	30	0	23
chr19	3119358	3120986	1	1	1	101	0	24
chr19	3136594	3148588	1	1	1	2	0	23
chr19	3144622	3165264	1	1	0	0	1	16
chr19	3148774	3150128	1	1	1	4	0	22
chr19	3150284	3151704	1	1	1	9	0	23
chr19	3151834	3155820	1	1	1	8	0	22
chr19	3155951	3157725	1	1	1	1	0	19
chr19	3157880	3162790	1	1	1	9	0	24
chr19	3186213	3192467	1	1	1	3	0	20
chr19	3192659	3193281	1	1	1	17	0	23
chr19	3193427	3196180	1	1	1	14	0	21
chr19	3196276	3198814	1	1	1	32	0	25
chr19	3198896	3201520	1	1	1	3	0	23
chr19	3201625	3203753	1	1	1	24	0	15
chr19	3203843	3204002	1	1	1	23	0	23
chr19	3204143	3204570	1	1	1	30	0	25
chr19	3204750	3205936	1	1	1	26	0	25
chr19	3206025	3206149	1	1	1	22	1	24
chr19	3206189	3206259	1	1	1	23	0	21
chr19	3206189	3206262	1	1	0	11	1	21
chr19	3206424	3207195	1	1	1	39	0	24
chr19	3207033	3207195	1	1	0	1	0	16
chr19	3207250	3207388	1	1	1	45	0	24
chr19	3207468	3207626	1	1	1	26	0	23
chr19	3224997	3250982	1	1	1	6	0	23
chr19	3225617	3250982	1	1	1	8	0	22
chr19	3251066	3273869	1	1	1	2	0	12
chr19	3270665	3273869	1	1	0	1	0	15
chr19	3270669	3273869	1	1	0	1	0	21
chr19	3273922	3275853	1	1	1	11	0	23
chr19	3275983	3278028	1	1	1	19	0	25
chr19	3278109	3281196	1	1	1	22	0	20
