chr19	61895	66345	-
chr19	66500	70927	-
chr19	76784	76885	-
chr19	77091	77329	-
chr19	201663	201755	-
chr19	201814	202040	-
chr19	281538	282133	-
chr19	282311	282751	-
chr19	282810	287473	-
chr19	287752	288019	-
chr19	288172	290951	-
chr19	288172	291284	-
chr19	288172	291325	-
chr19	306712	307118	-
chr19	307537	308576	-
chr19	308666	308800	-
chr19	308926	311844	-
chr19	311940	312190	-
chr19	312273	313491	-
chr19	313644	325634	-
chr19	325705	326506	-
chr19	326599	327132	-
chr19	327257	327863	-
chr19	327990	334399	-
chr19	334543	336082	-
chr19	336174	344773	-
chr19	362427	367064	-
chr19	367225	371204	-
chr19	371323	372630	-
chr19	372701	373469	-
chr19	373532	373939	-
chr19	373532	374298	-
chr19	374012	374298	-
chr19	374422	375662	-
chr19	408402	409005	-
chr19	417323	418922	-
chr19	419057	422145	-
chr19	422457	425096	-
chr19	425232	430683	-
chr19	430748	434708	-
chr19	434866	436164	-
chr19	436292	436379	-
chr19	436432	436629	-
chr19	436684	438717	-
chr19	438838	438969	-
chr19	439031	440861	-
chr19	440933	460528	-
chr19	464365	467648	-
chr19	467763	472393	-
chr19	472502	474620	-
chr19	496552	497832	+
chr19	498118	498495	+
chr19	498826	501668	+
chr19	498826	504744	+
chr19	501930	504744	+
chr19	507845	518888	+
chr19	532109	535836	+
chr19	535924	536242	+
chr19	536341	537012	+
chr19	537148	541338	+
chr19	544127	547279	+
chr19	547437	548541	+
chr19	548678	548921	+
chr19	549186	549629	+
chr19	571580	580378	+
chr19	572702	577773	+
chr19	572702	579499	+
chr19	578122	579499	+
chr19	579657	580378	+
chr19	580462	580645	+
chr19	580783	581314	+
chr19	581592	582305	+
chr19	582331	582513	+
chr19	582583	582749	+
chr19	590578	603543	+
chr19	603968	605060	+
chr19	605223	607963	+
chr19	608183	610258	+
chr19	610406	613247	+
chr19	613489	613851	+
chr19	614017	615794	+
chr19	617324	617418	-
chr19	617481	617569	-
chr19	617656	617776	-
chr19	617850	618487	-
chr19	618587	618704	-
chr19	618761	618996	-
chr19	619111	619209	-
chr19	619297	619585	-
chr19	619766	619957	-
chr19	620081	620364	-
chr19	620488	621057	-
chr19	621847	622148	-
chr19	622374	622581	-
chr19	622753	622820	-
chr19	622986	623453	-
chr19	623604	624718	-
chr19	624906	625123	-
chr19	625255	629539	-
chr19	630169	632833	-
chr19	632939	633424	-
chr19	640140	643234	+
chr19	643339	643409	+
chr19	648278	648371	-
chr19	648488	648881	-
chr19	648976	649678	-
chr19	649749	650233	-
chr19	650297	651610	-
chr19	651856	652232	-
chr19	652297	652825	-
chr19	652885	663046	-
chr19	676527	677791	+
chr19	677978	680273	+
chr19	680490	681332	+
chr19	681561	681649	+
chr19	685923	686924	-
chr19	687189	691857	-
chr19	692003	694813	-
chr19	694971	695351	-
chr19	709152	726137	+
chr19	726190	727007	+
chr19	727089	727563	+
chr19	727695	731094	+
chr19	731246	734172	+
chr19	734195	736018	+
chr19	736079	740351	+
chr19	736079	746284	+
chr19	740484	746284	+
chr19	751172	756889	+
chr19	758727	759908	+
chr19	760040	761624	+
chr19	761664	763500	+
chr19	797506	799412	+
chr19	799444	803560	+
chr19	799444	807868	+
chr19	803637	804035	+
chr19	804209	804291	+
chr19	804439	804531	+
chr19	804703	804828	+
chr19	804940	805012	+
chr19	805188	805491	+
chr19	805188	805512	+
chr19	805188	806407	+
chr19	805570	806407	+
chr19	806557	807868	+
chr19	807903	808359	+
chr19	808453	808545	+
chr19	808763	810542	+
chr19	810621	810693	+
chr19	813896	814433	-
chr19	814750	814885	-
chr19	815082	815185	-
chr19	815328	815665	-
chr19	815852	821484	-
chr19	821586	821914	-
chr19	827905	828229	+
chr19	828387	829561	+
chr19	829707	830707	+
chr19	830942	831715	+
chr19	841070	843460	+
chr19	843627	843892	+
chr19	844035	846146	+
chr19	846378	847798	+
chr19	852396	852875	+
chr19	853033	853261	+
chr19	853404	855563	+
chr19	855795	855957	+
chr19	859745	860616	+
chr19	860774	860860	+
chr19	861006	861698	+
chr19	861957	863091	+
chr19	868252	868415	-
chr19	868500	868862	-
chr19	868947	871036	-
chr19	871254	871925	-
chr19	872119	873448	-
chr19	873583	875243	-
chr19	875455	876973	-
